"translation","source","can_modify"
"Medalha Desconhecida","未鑑定メダル","1"
"Medalha Desconhecida (Rara)","未鑑定メダル（レア）","1"
"Gema Desconhecida","未鑑定宝石","1"
"Gema Desconhecida (Rara)","未鑑定宝石（レア）","1"
"Arma Desconhecida","未鑑定武器","1"
"Arma Desconhecida (Rara)","未鑑定武器（レア）","1"
"Livro Desconhecido","未鑑定本","1"
"Livro Desconhecido (Raro)","未鑑定本（レア）","1"
"Vestimenta Desconhecida","未鑑定服","1"
"Vestimenta Desconhecida (Rara)","未鑑定服（レア）","1"
"Coração Desconhecido","未鑑定心臓","1"
"Coração Desconhecido (Raro)","未鑑定心臓（レア）","1"
"Medalha de Missão 1","クエスト用メダル１","1"
"Medalha de Missão 2","クエスト用メダル２","1"
"Medalha de Missão 3","クエスト用メダル３","1"
"Medalha de Missão 4","クエスト用メダル４","1"
"Medalha de Missão 5","クエスト用メダル５","1"
"Medalha de Missão 6","クエスト用メダル６","1"
"Medalha de Missão 7","クエスト用メダル７","1"
"Medalha de Missão 8","クエスト用メダル８","1"
"Medalha de Missão 9","クエスト用メダル９","1"
"Medalha de Missão 10","クエスト用メダル１０","1"
"Medalha de Missão 11","クエスト用メダル１１","1"
"Medalha de Missão 12","クエスト用メダル１２","1"
"Medalha de Missão 13","クエスト用メダル１３","1"
"Medalha de Missão 14","クエスト用メダル１４","1"
"Medalha de Missão 15","クエスト用メダル１５","1"
"Medalha de Missão 16","クエスト用メダル１６","1"
"Medalha de Missão 17","クエスト用メダル１７","1"
"Medalha de Missão 18","クエスト用メダル１８","1"
"Medalha de Missão 19","クエスト用メダル１９","1"
"Medalha de Missão 20","クエスト用メダル２０","1"
"Medalha de Missão 21","クエスト用メダル２１","1"
"Pedra Turquesa","Tealstone","1"
"Pedra Rosada","Pinkstone","1"
"Pedra de Sílex","Flintstone","1"
"Pedra Âmbar","Amberstone","1"
"Pedra Nutritiva","Foodstone","1"
"Pedra de Movimento","Movestone","1"
"Pedra Flutuante","Floatstone","1"
"Magnetita","Magnetite","1"
"Pedra Cometa","Cometstone","1"
"Meteorito","Meteorite","1"
"Gema de Missão 11","クエスト用宝石１１","1"
"Gema de Missão 12","クエスト用宝石１２","1"
"Gema de Missão 13","クエスト用宝石１３","1"
"Gema de Missão 14","クエスト用宝石１４","1"
"Gema de Missão 15","クエスト用宝石１５","1"
"Gema de Missão 16","クエスト用宝石１６","1"
"Gema de Missão 17","クエスト用宝石１７","1"
"Gema de Missão 18","クエスト用宝石１８","1"
"Gema de Missão 19","クエスト用宝石１９","1"
"Gema de Missão 20","クエスト用宝石２０","1"
"Gema de Missão 21","クエスト用宝石２１","1"
"Livro da Esperança","Book of Hope","1"
"Livro da Ambição","Book of Ambition","1"
"Livro da Reticência","Book of Reticence","1"
"Livro do Estoicismo","Book of Stoicism","1"
"Livro da Santidade","Book of Sanctity","1"
"Livro do Mistério","Book of Mystery","1"
"Livro da Pureza","Book of Purity","1"
"Livro da Inocência","Book of Innocence","1"
"Livro da Doutrina","Book of Doctrine","1"
"Livro da Disciplina","Book of Discipline","1"
"Livro de Missão 11","クエスト用本１１","1"
"Livro de Missão 12","クエスト用本１２","1"
"Livro de Missão 13","クエスト用本１３","1"
"Livro de Missão 14","クエスト用本１４","1"
"Livro de Missão 15","クエスト用本１５","1"
"Livro de Missão 16","クエスト用本１６","1"
"Livro de Missão 17","クエスト用本１７","1"
"Livro de Missão 18","クエスト用本１８","1"
"Livro de Missão 19","クエスト用本１９","1"
"Livro de Missão 20","クエスト用本２０","1"
"Livro de Missão 21","クエスト用本２１","1"
"Vestimenta de Missão 1","クエスト用服１","1"
"Vestimenta de Missão 2","クエスト用服２","1"
"Vestimenta de Missão 3","クエスト用服３","1"
"Vestimenta de Missão 4","クエスト用服４","1"
"Vestimenta de Missão 5","クエスト用服５","1"
"Vestimenta de Missão 6","クエスト用服６","1"
"Vestimenta de Missão 7","クエスト用服７","1"
"Vestimenta de Missão 8","クエスト用服８","1"
"Vestimenta de Missão 9","クエスト用服９","1"
"Vestimenta de Missão 10","クエスト用服１０","1"
"Vestimenta de Missão 11","クエスト用服１１","1"
"Vestimenta de Missão 12","クエスト用服１２","1"
"Vestimenta de Missão 13","クエスト用服１３","1"
"Vestimenta de Missão 14","クエスト用服１４","1"
"Vestimenta de Missão 15","クエスト用服１５","1"
"Vestimenta de Missão 16","クエスト用服１６","1"
"Vestimenta de Missão 17","クエスト用服１７","1"
"Vestimenta de Missão 18","クエスト用服１８","1"
"Vestimenta de Missão 19","クエスト用服１９","1"
"Vestimenta de Missão 20","クエスト用服２０","1"
"Vestimenta de Missão 21","クエスト用服２１","1"
"Chifre de Boi","Ox Horn","1"
"Chifre de Unicórnio","Unicorn Horn","1"
"Garra de Falcão","Hawk Talon","1"
"Garra de Águia","Eagle Talon","1"
"Ferrão de Sapo","Toad Stinger","1"
"Presa de Víbora","Viper Fang","1"
"Fóssil de Osso","Bone Fossil","1"
"Fóssil de Planta","Plant Fossil","1"
"Artefato do Mundo Antigo","Old-World Artifact","1"
"Fragmento do Mundo Antigo","Old-World Shard","1"
"Arma de Missão 11","クエスト用武器１１","1"
"Arma de Missão 12","クエスト用武器１２","1"
"Arma de Missão 13","クエスト用武器１３","1"
"Arma de Missão 14","クエスト用武器１４","1"
"Arma de Missão 15","クエスト用武器１５","1"
"Arma de Missão 16","クエスト用武器１６","1"
"Arma de Missão 17","クエスト用武器１７","1"
"Arma de Missão 18","クエスト用武器１８","1"
"Arma de Missão 19","クエスト用武器１９","1"
"Arma de Missão 20","クエスト用武器２０","1"
"Arma de Missão 21","クエスト用武器２１","1"
